TRAVEL_MODE,ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
VH,BTSZ01,BTSZ01,1,0.0
WK,BDSZ04,BDSZ04,1,0.0
VH,BMSZ12,AMSZ04,1,10.253699255748272
PT,DTSZ03,BMSZ06,1,4.385340758281176
PT,PGSZ03,PGSZ04,1,1.813530848549925
PT,HGSZ05,QTSZ11,1,15.006819614910182
WK,MPSZ03,MPSZ03,1,0.0
PT,CLSZ08,DTSZ10,1,9.506919127289267
WK,BDSZ04,BDSZ04,1,0.0
VH,NVSZ01,NVSZ01,1,0.0
WK,TMSZ03,TMSZ03,1,0.0
PT,SGSZ06,ORSZ02,1,6.715125652398436
VH,CKSZ01,BTSZ01,1,5.201199803389543
PT,WDSZ04,WDSZ01,1,1.4487914875070382
PT,TMSZ04,KLSZ06,1,11.054608260089584
WK,AMSZ01,AMSZ02,1,0.8098454795607932
VH,BMSZ12,BKSZ07,1,9.760624601971198
VH,MPSZ03,PRSZ05,1,9.33493279868607
VH,CLSZ04,CKSZ03,1,7.748648521561396
PT,HGSZ04,HGSZ06,1,1.3155617892005385
VH,CLSZ03,QTSZ11,1,3.6275004823541956
VH,JWSZ09,BKSZ03,1,4.782552001165041
VH,BPSZ03,CLSZ06,1,8.135214901401165
PT,GLSZ04,MPSZ03,1,2.9661621130342146
PT,BKSZ07,GLSZ04,1,15.265410405045362
VH,BMSZ04,BSSZ01,1,8.210399946768307
PT,TMSZ04,BDSZ04,1,2.300713819335355
PT,BPSZ05,AMSZ01,1,8.96330795749245
PT,YSSZ03,YSSZ09,1,1.7688742052165112
PT,TPSZ01,DTSZ05,1,6.332672630345533
PT,TMSZ02,GLSZ03,1,6.673217167241603
VH,SBSZ03,CKSZ03,1,10.359600040450262
VH,GLSZ05,GLSZ05,1,0.0
VH,QTSZ04,ORSZ03,1,4.695696863468547
PT,DTSZ02,OTSZ04,1,1.135053216628933
PT,SESZ02,YSSZ01,1,8.657159140521157
PT,QTSZ08,CKSZ03,1,10.791204116050123
PT,BMSZ02,BMSZ07,1,1.1725078205385278
PT,QTSZ08,CLSZ06,1,3.4723330871686047
PT,BMSZ07,QTSZ14,1,1.996229844152145
PT,SESZ06,PNSZ05,1,26.124157242824765
PT,SGSZ04,SGSZ06,1,1.2504688104488453
PT,HGSZ06,SGSZ06,1,1.628829512348083
VH,BMSZ04,NVSZ02,1,4.138875868967727
PT,JESZ05,BKSZ05,1,3.4432452306580053
PT,DTSZ03,BLSZ02,1,17.09452701737669
VH,BDSZ03,TMSZ04,1,4.618001435038769
WK,SRSZ01,MUSZ01,1,1.2329661581731022
PT,PRSZ05,DTSZ01,1,13.862695353092404
PT,OTSZ03,MUSZ01,1,2.1059288149283146
PT,JESZ01,QTSZ10,1,7.140748544089447
WK,HGSZ04,HGSZ01,1,0.7566664343295557
PT,NTSZ03,PGSZ05,1,13.080180370058734
VH,WDSZ02,YSSZ09,1,4.494710631795676
PT,NVSZ02,BSSZ03,1,3.75325190070528
PT,BSSZ01,TNSZ04,1,5.250592624280305
WK,CLSZ06,CLSZ06,1,0.0
PT,PRSZ03,QTSZ08,1,19.27386232217561
PT,HGSZ07,BSSZ02,1,4.645218190479022
VH,AMSZ12,YSSZ04,1,4.258597071684371
VH,CKSZ04,DTSZ11,1,17.1140777806661
WK,DTSZ11,DTSZ11,1,0.0
PT,JESZ03,JESZ05,1,0.6185017999780152
PT,GLSZ02,TPSZ06,1,3.136688062289054
VH,MPSZ03,KLSZ05,1,3.5293061098095544
PT,JWSZ03,BKSZ07,1,3.2683911793606897
PT,GLSZ03,BSSZ01,1,7.798564319431029
VH,KLSZ05,PGSZ04,1,11.180393992702639
PT,BDSZ05,BDSZ04,1,2.45621100070819
PT,BPSZ02,BPSZ05,1,1.1435975036682837
PT,CLSZ04,TSSZ05,1,14.961834286891209
PT,QTSZ10,TSSZ03,1,14.488217276180526
PT,SGSZ03,BSSZ02,1,3.871226046741279
PT,DTSZ05,BPSZ05,1,13.925965731011926
PT,TPSZ06,SBSZ06,1,13.774016458604951
PT,DTSZ05,BLSZ02,1,16.329758261300302
PT,BMSZ01,SESZ02,1,16.675826111494086
PT,DTSZ10,AMSZ01,1,11.019789637157205
PT,ORSZ03,CLSZ08,1,8.434545488188869
WK,ORSZ03,ORSZ03,1,0.0
VH,GLSZ05,BMSZ01,1,10.840221384681632
PT,BDSZ01,CHSZ03,1,10.248710691630993
VH,JWSZ03,JESZ05,1,3.042266158318978
VH,OTSZ03,PGSZ03,1,14.878613292571828
WK,TPSZ09,TPSZ09,1,0.0
WK,BPSZ01,BPSZ01,1,0.0
WK,SESZ03,SESZ02,1,0.9264025278629129
PT,DTSZ05,BTSZ05,1,7.268507621429273
PT,AMSZ10,QTSZ02,1,10.322567483621627
VH,TMSZ01,WCSZ01,1,27.768712464737035
PT,PGSZ04,SESZ04,1,2.452440718515079
VH,BDSZ07,BDSZ03,1,2.393711987511306
PT,AMSZ07,BTSZ01,1,7.75171919297178
PT,QTSZ12,BKSZ06,1,8.910498666421525
PT,SESZ02,PGSZ04,1,1.052549878649884
PT,DTSZ10,BMSZ13,1,3.874623566219176
PT,NTSZ03,AMSZ04,1,6.078936497651791
PT,SRSZ03,DTSZ12,1,1.233940336672609
VH,TPSZ02,DTSZ03,1,4.785765176001042
PT,MUSZ01,QTSZ05,1,4.117127913434588
VH,SGSZ04,HGSZ03,1,3.733068176976207
PT,ORSZ03,BMSZ13,1,4.308722193908999
VH,BDSZ06,BDSZ04,1,1.3781452505148277
PT,KLSZ08,PGSZ02,1,11.295907870658041
WK,SESZ06,SESZ06,1,0.0
VH,BMSZ12,BMSZ01,1,1.6055679226966604
PT,GLSZ05,BDSZ01,1,2.4185346663004776
PT,DTSZ01,OTSZ03,1,2.5354518837554263
PT,WDSZ05,WDSZ03,1,2.9195549289936507
PT,BDSZ07,GLSZ04,1,4.915805109093144
VH,BMSZ13,BMSZ06,1,2.150286800872923
WK,DTSZ01,DTSZ02,1,0.8112413736091982
PT,QTSZ08,BKSZ04,1,7.594521267380253
PT,TMSZ04,OTSZ03,1,13.997755362790137
VH,AMSZ08,YSSZ09,1,4.938586956323449
VH,PNSZ02,CLSZ06,1,10.484288176468736
PT,BDSZ04,BDSZ01,1,2.996661839518554
VH,SESZ02,PRSZ03,1,5.075728226075026
PT,MUSZ03,ORSZ03,1,1.2844187519471462
PT,TMSZ04,TMSZ04,1,0.0
PT,BDSZ04,BDSZ06,1,1.3781452505148277
WK,YSSZ03,YSSZ04,1,1.4331729019073896
PT,SISZ01,JESZ05,1,13.397299874225073
PT,SESZ03,BDSZ03,1,7.689156546965188
PT,AMSZ01,AMSZ04,1,0.844896845964263
VH,SESZ02,SESZ05,1,1.6988216292060225
WK,DTSZ05,DTSZ05,1,0.0
PT,PRSZ03,TMSZ01,1,1.1835093370759322
VH,MPSZ03,BTSZ01,1,15.615424308426128
VH,PRSZ03,BDSZ06,1,5.64142487721362
VH,YSSZ09,YSSZ09,1,0.0
PT,CKSZ05,JESZ05,1,6.61088102296615
PT,BMSZ15,OTSZ03,1,2.2224647217834725
VH,HGSZ05,SESZ02,1,2.722568976450663
PT,CLSZ08,DTSZ02,1,10.075927568561129
WK,YSSZ03,YSSZ03,1,0.0
PT,QTSZ08,BTSZ01,1,4.915196479200296
PT,CKSZ03,YSSZ08,1,9.723723749406224
WK,BDSZ04,BDSZ04,1,0.0
PT,SBSZ03,SBSZ05,1,1.1325109350819553
PT,PRSZ02,DTSZ02,1,13.639512360190231
PT,WDSZ01,YSSZ09,1,5.231840309959529
WK,BKSZ09,BKSZ07,1,1.1548323650255352
PT,GLSZ02,JESZ07,1,17.408721284301325
VH,WDSZ03,WDSZ02,1,1.1650477156252987
PT,PGSZ04,BTSZ01,1,16.766427517354458
PT,SGSZ06,SESZ03,1,5.308120913505455
PT,PRSZ08,MUSZ03,1,14.764906842420547
WK,TMSZ02,TMSZ02,1,0.0
WK,KLSZ01,KLSZ01,1,0.0
PT,OTSZ03,CKSZ06,1,17.13078426751983
PT,BDSZ08,BTSZ03,1,18.389285925209016
PT,DTSZ03,BSSZ01,1,7.928650982445564
PT,KLSZ09,DTSZ12,1,2.025641575111107
VH,HGSZ05,DTSZ01,1,9.536012579182318
PT,BTSZ01,BSSZ02,1,8.355038635512466
