TRAVEL_MODE,ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
PT,QTSZ14,GLSZ04,1,10.704277518737051
PT,JWSZ03,BKSZ03,1,2.4368564971852575
VH,AMSZ03,SBSZ01,1,9.63941224124598
PT,SESZ03,SESZ03,1,0.0
PT,CKSZ05,DTSZ05,1,16.759536191487474
WK,PRSZ03,PRSZ03,1,0.0
VH,GLSZ03,NVSZ01,1,5.079157937724572
PT,BTSZ03,SESZ03,1,14.556982678896095
PT,AMSZ01,AMSZ01,1,0.0
VH,PGSZ05,DTSZ05,1,14.866252563038174
PT,QTSZ11,YSSZ01,1,16.040684170798336
PT,JWSZ09,JESZ05,1,4.578885078555272
PT,HGSZ06,HGSZ08,1,2.2655868630452396
WK,WDSZ03,WDSZ03,1,0.0
PT,SGSZ07,NVSZ02,1,4.981773882949455
VH,WDSZ02,SBSZ03,1,3.0035475744215976
PT,QTSZ08,TPSZ02,1,7.204328510366785
WK,SESZ05,SESZ05,1,0.0
PT,NVSZ01,DTSZ08,1,5.2175824114182605
VH,BDSZ03,BDSZ06,1,3.2398903564817414
PT,GLSZ04,ORSZ02,1,5.758616797070354
PT,ORSZ02,WDSZ09,1,17.15199366650032
PT,TSSZ05,JWSZ03,1,11.149474068579385
VH,TPSZ02,BSSZ02,1,2.4181083072539438
PT,DTSZ05,BSSZ01,1,8.481903812394235
PT,PGSZ03,PGSZ01,1,1.8499062526624934
PT,ORSZ03,SGSZ06,1,6.690321689703724
PT,CKSZ03,CKSZ03,1,0.0
WK,TPSZ02,TPSZ02,1,0.0
VH,YSSZ09,SBSZ02,1,1.2786310720751461
PT,JWSZ01,SISZ01,1,18.01492539288434
PT,KLSZ07,DTSZ08,1,3.902258392470011
WK,SESZ03,SESZ02,1,0.9264025278629129
PT,QTSZ10,NVSZ02,1,7.198375546347932
PT,SBSZ03,TMSZ05,1,21.274177144515846
VH,BTSZ01,BTSZ01,1,0.0
WK,BDSZ01,BDSZ01,1,0.0
PT,NVSZ01,SGSZ03,1,5.973053559590637
PT,PRSZ03,PRSZ03,1,0.0
PT,BPSZ05,BKSZ09,1,3.9836197496702264
PT,BMSZ08,BMSZ04,1,0.59386186624026
WK,JESZ02,JESZ05,1,0.9177132998918662
VH,DTSZ09,NVSZ01,1,5.548570974400347
WK,TMSZ02,TMSZ02,1,0.0
VH,MUSZ01,GLSZ04,1,4.606751526261557
VH,GLSZ03,BDSZ02,1,3.505008869857587
VH,WDSZ02,DTSZ02,1,17.76981129116394
PT,TMSZ03,PLSZ03,1,3.8531264499984608
PT,AMSZ01,AMSZ10,1,1.4257238620318051
PT,TMSZ05,SGSZ07,1,10.411811425807437
PT,JESZ02,QTSZ08,1,7.465639876200217
PT,TMSZ05,KLSZ09,1,12.121303858054551
PT,SRSZ03,DTSZ02,1,0.7906317113399317
PT,OTSZ01,DTSZ08,1,1.3045931586989563
PT,BPSZ03,GLSZ05,1,16.02629753313934
PT,JWSZ02,QTSZ08,1,10.344892123945215
VH,ORSZ02,BKSZ07,1,10.28974087368996
WK,BDSZ03,BDSZ03,1,0.0
PT,ORSZ02,WDSZ06,1,15.992766633637396
PT,SKSZ01,SBSZ03,1,6.631063844905857
PT,HGSZ04,WCSZ01,1,21.825390606750478
WK,WDSZ03,WDSZ03,1,0.0
PT,CHSZ03,SBSZ03,1,23.1599599302841
PT,KLSZ09,BMSZ08,1,4.856929212063492
PT,SBSZ02,JESZ05,1,15.08619100940757
PT,CLSZ04,TMSZ05,1,22.505969207518635
WK,CLSZ04,CLSZ06,1,0.7914849055353017
PT,JESZ03,JESZ02,1,0.8712167455384023
PT,YSSZ02,YSSZ03,1,1.4819530444688982
PT,WDSZ03,WDSZ03,1,0.0
PT,YSSZ01,YSSZ03,1,1.0015506147644606
PT,WDSZ03,WDSZ03,1,0.0
PT,BMSZ12,BPSZ05,1,11.432932775214413
VH,BDSZ01,GLSZ04,1,3.723747738075413
PT,JWSZ08,CLSZ06,1,8.398410045240128
PT,CKSZ03,CKSZ04,1,1.1832660105867163
PT,CKSZ03,AMSZ01,1,11.107695253474771
VH,PRSZ07,BDSZ04,1,5.893178809749632
WK,KLSZ09,KLSZ06,1,1.2342218670774447
VH,DTSZ03,SBSZ04,1,19.00427567378421
PT,BMSZ17,SGSZ06,1,10.37351332408094
PT,JESZ08,WDSZ03,1,15.497875638267605
PT,CKSZ05,CKSZ03,1,0.8338012423978477
PT,TMSZ02,OTSZ01,1,14.59636160603874
WK,CHSZ03,CHSZ03,1,0.0
PT,BSSZ03,TPSZ12,1,3.5751915881643375
VH,HGSZ03,HGSZ02,1,0.7511726210026585
PT,BKSZ08,BDSZ04,1,19.949417462033285
PT,PRSZ03,DTSZ05,1,14.581348508611656
PT,CKSZ01,CKSZ04,1,1.8229413756212702
PT,DTSZ03,BMSZ11,1,3.898338692021571
VH,JWSZ09,BLSZ01,1,1.7967443334846318
PT,PNSZ01,WDSZ05,1,15.940699368424934
PT,CKSZ02,QTSZ08,1,9.921174697899335
PT,BDSZ02,BSSZ01,1,10.63710298760182
PT,BPSZ05,QTSZ12,1,10.515868898237414
WK,TPSZ02,TPSZ02,1,0.0
PT,JWSZ02,BKSZ07,1,4.3707327244056735
PT,BKSZ03,TSSZ03,1,10.611832787217605
VH,SESZ06,NVSZ02,1,9.39885244946822
PT,BMSZ01,BMSZ04,1,2.2510633399612368
PT,JWSZ08,QTSZ11,1,10.568936853921048
PT,WDSZ03,WDSZ03,1,0.0
WK,BPSZ03,BPSZ03,1,0.0
