TRAVEL_MODE,ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
PT,1123064,1119055,1,12.49385701430868
PT,1122062,1123063,1,5.494840366542226
WK,1104073,1104073,1,0.0
PT,1109070,1109074,1,4.197133385256828
VH,1123077,1102060,1,5.195578254860513
WK,1121080,1121073,1,2.7420912351775386
VH,1122068,1122064,1,6.710238448965831
VH,1119076,1119055,1,0.9643320149020467
PT,1118055,1118059,1,3.2225008892026477
VH,1119065,1119065,1,0.0
WK,1124051,1124052,1,1.0027311515702793
PT,1125061,1125074,1,0.9770455086680739
WK,1122055,1122055,1,0.0
PT,1107054,1109072,1,7.362831772759451
WK,1121066,1121073,1,2.377305398031281
VH,1125074,1105063,1,3.7408380635444463
WK,1123064,1123052,1,1.4598664896787537
VH,1110062,1111066,1,1.5026810062714033
PT,1115066,1106089,1,21.66647447737658
PT,1110057,1110065,1,2.9605674824900228
VH,1101053,1112052,1,5.520664032991252
WK,1114073,1114070,1,1.344131398029373
VH,1109071,1106082,1,3.80285380743581
VH,1104065,1104068,1,1.6115120511026206
WK,1107060,1107060,1,0.0
WK,1123071,1123066,1,1.849716183212257
WK,1107055,1107060,1,1.3077328673161852
WK,1122053,1122053,1,0.0
WK,1118054,1118053,1,1.3582827979326952
PT,1111053,1106082,1,5.166781493821213
PT,1113071,1120071,1,9.109739218228201
PT,1123071,1102052,1,12.073481786849525
WK,1116067,1116067,1,0.0
PT,1105058,1117051,1,19.606084156793692
PT,1120073,1123064,1,5.3276225847964325
PT,1103064,1103072,1,1.9262571837725453
WK,1121052,1121061,1,1.734823372201319
PT,1114059,1116059,1,7.3083813038799805
WK,1110057,1110056,1,1.0474145996402644
VH,1105064,1105066,1,0.9187506025695232
PT,1125072,1125073,1,1.346271310673927
PT,1112074,1101061,1,7.39335808024841
WK,1120069,1120070,1,1.0712347298880627
PT,1102067,1123064,1,7.619949052258802
WK,1105066,1105066,1,0.0
WK,1120068,1120068,1,0.0
WK,1109069,1109069,1,0.0
WK,1110052,1110052,1,0.0
VH,1103065,1103070,1,1.0950771337152643
PT,1110060,1102071,1,10.580187198232181
PT,1111069,1109070,1,5.410371271682675
WK,1117055,1117071,1,1.1510073763267592
WK,1110053,1110063,1,1.3702885663523687
VH,1109070,1108082,1,4.850350874807473
VH,1107069,1107070,1,1.1539495961435757
PT,1116061,1116071,1,5.444121518433908
WK,1116055,1116063,1,0.9297469062186224
WK,1114078,1114078,1,0.0
VH,1111053,1111053,1,0.0
WK,1113070,1113070,1,0.0
PT,1124069,1105062,1,6.405649663473233
WK,1120056,1120055,1,0.654016253691068
PT,1105064,1104065,1,3.5135261282303643
PT,1101061,1101069,1,2.110241590770966
PT,1110064,1101061,1,12.660185911637821
WK,1113075,1113075,1,0.0
WK,1109070,1109072,1,1.1718569358948723
VH,1118051,1122064,1,10.025019772006551
PT,1111072,1123052,1,17.332285405663427
VH,1122054,1103065,1,4.493439361483696
VH,1110061,1110053,1,1.5045411167565024
PT,1111052,1111053,1,1.596705571142162
WK,1108084,1108084,1,0.0
PT,1121069,1112074,1,13.134888228509883
PT,1112057,1105065,1,17.947841066007225
WK,1124078,1124078,1,0.0
VH,1106091,1106091,1,0.0
VH,1123064,1123064,1,0.0
PT,1102052,1105064,1,9.881283158294277
PT,1119061,1117054,1,4.523688976287131
WK,1116059,1116059,1,0.0
WK,1119068,1119068,1,0.0
PT,1115051,1115060,1,3.1642716207333503
WK,1113066,1113064,1,0.9567497145829078
VH,1113076,1113072,1,1.9682686261541995
PT,1117061,1119073,1,4.334411242237628
PT,1112071,1112055,1,2.7371770576527044
PT,1107057,1102055,1,9.66644550716978
PT,1115071,1123079,1,16.82624664844003
VH,1121054,1121078,1,1.558553758234408
WK,1116074,1116067,1,1.3610696301875411
PT,1120065,1119054,1,5.751307376999103
WK,1120069,1120069,1,0.0
WK,1111077,1111065,1,3.8658880751427693
WK,1104055,1104055,1,0.0
PT,1103063,1103063,1,0.0
WK,1112071,1112071,1,0.0
VH,1120072,1116054,1,10.521763677275015
PT,1122054,1122052,1,1.3303512101377786
PT,1108082,1114072,1,9.224674152322796
VH,1112058,1114073,1,5.250502592977596
PT,1123078,1123059,1,1.4203601724831372
PT,1113072,1113072,1,0.0
PT,1118052,1118054,1,1.6734171814657202
VH,1123079,1123059,1,1.9985248068016126
PT,1123064,1110063,1,17.18832609685982
WK,1117054,1117070,1,0.6473558887833808
PT,1118051,1118054,1,1.7900502713903488
WK,1110063,1110052,1,0.5416117454408027
WK,1114066,1114066,1,0.0
PT,1122063,1110052,1,20.907044632908594
PT,1124065,1124069,1,1.8504950510031821
VH,1104067,1105054,1,2.4415521029214853
PT,1124059,1123076,1,5.604278431017085
VH,1114074,1114074,1,0.0
WK,1124062,1124062,1,0.0
WK,1118060,1118057,1,1.1246678490203577
VH,1123079,1123063,1,1.0230734105714439
VH,1101054,1108081,1,1.5868281139069111
VH,1114071,1114072,1,0.8628445308639197
VH,1108083,1106087,1,5.375360120865071
WK,1119076,1119076,1,0.0
VH,1124079,1123064,1,4.255435366713101
WK,1123058,1123059,1,1.1190061131620819
PT,1104059,1102065,1,1.1343008097308842
PT,1105064,1104055,1,3.9691717422284487
PT,1116074,1115061,1,1.5266988382861904
PT,1123065,1106088,1,8.929893575357749
WK,1109064,1109075,1,1.6177671845447377
PT,1122053,1106083,1,11.029079687987325
VH,1122053,1122060,1,1.6687464670675105
WK,1114069,1114070,1,0.6285274984271849
WK,1107071,1107057,1,1.2594198599892736
VH,1116070,1116064,1,1.5611265967863128
WK,1119054,1120072,1,2.4919998256563525
WK,1112067,1112067,1,0.0
WK,1103070,1103070,1,0.0
WK,1102057,1102055,1,1.137166315949909
VH,1112067,1112072,1,4.941712431296568
PT,1114078,1113075,1,1.6653252659279072
PT,1108060,1106071,1,2.241090665338862
WK,1105064,1105067,1,1.479519916757596
WK,1104073,1104073,1,0.0
WK,1115051,1115072,1,1.5622126589088259
WK,1121057,1121073,1,3.232610373288442
PT,1103072,1103070,1,3.3207561574356412
PT,1111060,1111064,1,1.2305942738884803
WK,1116059,1116063,1,0.9011687729538633
WK,1105063,1105063,1,0.0
PT,1112055,1108060,1,10.7715219358919
PT,1123064,1111056,1,15.430292517086205
PT,1116063,1117064,1,4.663680686452377
PT,1117055,1117056,1,1.1767134435023425
WK,1118054,1118054,1,0.0
PT,1103063,1124078,1,9.162005905426229
WK,1121073,1121073,1,0.0
PT,1106082,1122063,1,13.034521963339913
PT,1109072,1110064,1,7.436701919443232
WK,1108083,1108083,1,0.0
VH,1102059,1106081,1,2.7786677169263583
PT,1110062,1111066,1,1.5026810062714033
PT,1114059,1117061,1,8.177899681147395
PT,1113052,1113075,1,1.6486919577429768
PT,1102052,1104067,1,7.767880763590544
PT,1104062,1106081,1,3.5153240087967315
WK,1108078,1108077,1,0.6801324606512118
VH,1122060,1122057,1,1.3488074479197418
WK,1106081,1106081,1,0.0
WK,1104062,1104062,1,0.0
PT,1111058,1106089,1,4.777298097060233
WK,1102070,1102071,1,0.568378002408392
PT,1101061,1124078,1,10.574580080051112
PT,1103073,1102055,1,4.107300878792658
VH,1111073,1111066,1,1.354559794307384
VH,1101073,1122065,1,10.874551284158809
VH,1123059,1123072,1,4.558117420640618
PT,1111058,1108077,1,3.5701358824899296
WK,1123073,1123073,1,0.0
WK,1123072,1123072,1,0.0
WK,1111061,1111061,1,0.0
VH,1124077,1123052,1,6.529988465177968
VH,1115063,1115057,1,1.1947473344989772
WK,1112071,1112071,1,0.0
PT,1104054,1116063,1,17.3167829172432
PT,1123064,1120053,1,7.241227364308699
PT,1120070,1121073,1,5.125712856745292
VH,1107069,1111066,1,5.861025098812569
PT,1121082,1121073,1,1.8060157991606467
WK,1123073,1123074,1,0.9062490718499325
WK,1112067,1112067,1,0.0
WK,1123052,1123052,1,0.0
WK,1104058,1104058,1,0.0
WK,1111051,1111053,1,0.6380917991672966
WK,1109060,1109070,1,1.0608088399501518
PT,1122059,1123080,1,6.342974588545364
PT,1108061,1124052,1,9.931056063507969
WK,1110063,1110063,1,0.0
PT,1117071,1118057,1,5.280248206046025
PT,1101063,1101057,1,4.022407449979717
PT,1108068,1109074,1,6.288086806092799
PT,1106083,1105064,1,5.48302046714127
PT,1102073,1102070,1,1.127327486490018
WK,1113066,1113064,1,0.9567497145829078
WK,1124065,1124066,1,1.201044420669234
WK,1102065,1102073,1,0.4441393965513774
PT,1123064,1122058,1,3.5631840925286973
PT,1116058,1116054,1,2.168935859867884
PT,1101061,1111074,1,11.18041800246987
WK,1112072,1112072,1,0.0
WK,1115051,1115054,1,1.1458667384743328
PT,1111078,1123052,1,15.021492433805717
WK,1113070,1113076,1,1.1834136990341246
WK,1101073,1101073,1,0.0
PT,1109069,1122057,1,13.154000307118835
WK,1105054,1105053,1,1.0899617050018764
VH,1114069,1114070,1,0.6285274984271849
VH,1106089,1104052,1,4.902411539224111
VH,1101073,1101073,1,0.0
PT,1118054,1117071,1,3.260599878297558
WK,1113076,1113076,1,0.0
WK,1118057,1118057,1,0.0
WK,1125053,1125053,1,0.0
WK,1119073,1119073,1,0.0
PT,1107071,1106081,1,5.239034837919385
PT,1102071,1123064,1,5.880710789865195
WK,1108083,1108083,1,0.0
WK,1102071,1102070,1,0.568378002408392
PT,1123079,1123079,1,0.0
PT,1123064,1113070,1,13.195491260943001
WK,1101067,1101070,1,0.6059919282761079
WK,1122053,1122053,1,0.0
PT,1123051,1110059,1,13.641581402465683
WK,1123072,1123075,1,1.4878437904324349
WK,1110062,1110062,1,0.0
PT,1119062,1102068,1,6.595738220639231
VH,1101073,1101073,1,0.0
PT,1116065,1123066,1,18.713632689979924
PT,1119054,1112073,1,6.856124429159278
WK,1112060,1112073,1,0.5877634678221252
WK,1110051,1110054,1,0.9994521528674759
PT,1113062,1113075,1,2.024132142719689
VH,1108062,1101061,1,3.9304189469022868
WK,1109074,1109074,1,0.0
PT,1106089,1110062,1,6.210318191773942
WK,1117061,1117061,1,0.0
WK,1109070,1109075,1,2.2033677002785383
PT,1120073,1121063,1,3.9785097199967856
PT,1109072,1102054,1,8.024976822546309
PT,1124066,1123076,1,2.7186925781378375
WK,1124062,1124065,1,0.755163319077957
PT,1123075,1105063,1,6.843043762449135
VH,1124071,1123059,1,3.0405380941362763
VH,1118061,1117051,1,7.266253105324234
WK,1122065,1122062,1,0.7194490437670564
PT,1113075,1114074,1,5.383005222232009
WK,1121073,1121066,1,2.377305398031281
WK,1113071,1113071,1,0.0
PT,1108060,1122053,1,11.429180520426039
PT,1125054,1118051,1,25.09358297177159
WK,1123078,1123078,1,0.0
PT,1119061,1114066,1,4.452594320717052
VH,1106080,1106072,1,1.5635832086645334
WK,1117069,1117062,1,2.546542780173224
PT,1116055,1116061,1,1.0511351630976418
PT,1121064,1121082,1,2.235561918621253
VH,1113075,1114072,1,2.5818644835908517
VH,1125055,1125056,1,1.0373155614743426
WK,1109073,1109073,1,0.0
WK,1103059,1103059,1,0.0
PT,1114070,1114060,1,4.068486967432531
WK,1112052,1112052,1,0.0
PT,1122067,1123066,1,4.236411604087691
VH,1114073,1112051,1,5.066507969907473
WK,1105063,1105062,1,1.6950883303578004
PT,1108062,1102055,1,5.236779701042222
WK,1119054,1119054,1,0.0
VH,1121078,1121082,1,3.097002890798882
PT,1124052,1123052,1,7.640652476284281
VH,1103073,1103064,1,1.3891005574322215
PT,1124056,1124051,1,5.339464958770157
WK,1101069,1108082,1,0.8761731271844257
VH,1105067,1123078,1,1.5651244062099532
PT,1103071,1112051,1,6.998033417480698
WK,1120072,1120072,1,0.0
VH,1120071,1120072,1,1.490017785392825
PT,1106082,1101067,1,2.4081525047501424
VH,1101061,1113070,1,6.0347730040085
WK,1113070,1113070,1,0.0
WK,1108066,1108066,1,0.0
VH,1116051,1116051,1,0.0
VH,1118059,1119054,1,9.883894423557983
PT,1111058,1111064,1,2.3426443946969364
WK,1111077,1111066,1,1.0673332852463076
PT,1102055,1110055,1,12.411533247875091
PT,1119072,1119073,1,1.8905337931614594
VH,1104073,1123051,1,1.8645297233586926
WK,1116074,1116055,1,1.0899511816398835
VH,1122057,1123065,1,2.6117572244850797
WK,1115066,1115072,1,2.2056785648663886
PT,1116063,1101061,1,13.241946432175203
WK,1103070,1103065,1,1.0950771337152643
PT,1117054,1123064,1,12.523454223999828
WK,1103058,1103058,1,0.0
PT,1117056,1117054,1,1.9916059732562046
VH,1110051,1109075,1,2.1910471435707173
WK,1114059,1114059,1,0.0
PT,1117051,1115071,1,2.959629087433114
PT,1117051,1121078,1,5.823752324400696
PT,1114078,1102073,1,5.882407656231735
PT,1101053,1112052,1,5.520664032991252
VH,1115069,1115054,1,2.184654335264159
WK,1121057,1121061,1,0.9525448141086502
WK,1111079,1111079,1,0.0
PT,1101061,1113070,1,6.0347730040085
PT,1109061,1110051,1,2.9402027516571607
WK,1122067,1122067,1,0.0
WK,1123064,1123066,1,1.4030483352808252
WK,1125059,1125058,1,1.421720849091324
WK,1123058,1123058,1,0.0
PT,1111052,1111053,1,1.596705571142162
WK,1125056,1125056,1,0.0
VH,1108062,1108058,1,0.7842992609975349
PT,1108060,1117051,1,15.378438892280263
WK,1110055,1110055,1,0.0
WK,1102068,1102068,1,0.0
PT,1107057,1107060,1,2.03782364896698
PT,1102055,1102059,1,1.7063807200428465
WK,1106089,1106071,1,0.8753194292695785
PT,1113076,1108076,1,10.925034164777404
WK,1111059,1111053,1,1.132365850554925
PT,1103065,1103073,1,2.2876573630908323
PT,1104056,1104059,1,1.1377277825621503
PT,1103072,1117064,1,10.918457416483925
PT,1101061,1109074,1,9.528040663214961
PT,1112058,1112055,1,1.6234589544486853
VH,1114066,1112057,1,6.368129375139104
PT,1124075,1124056,1,4.472647121159817
VH,1121080,1117054,1,4.555114213142802
WK,1124080,1124077,1,0.7832923857638288
WK,1109071,1109071,1,0.0
PT,1113076,1113076,1,0.0
PT,1120055,1123064,1,9.019475303994302
PT,1117065,1117061,1,1.817210866788518
PT,1118057,1123065,1,13.743344440085853
PT,1101061,1125054,1,14.799995047748688
WK,1105065,1105064,1,0.7343587968019594
PT,1104062,1104073,1,0.7981509692923674
WK,1106089,1106089,1,0.0
VH,1125072,1124052,1,3.261464700043166
PT,1123077,1124080,1,5.6748358822249605
VH,1107060,1107073,1,2.2534712914024517
PT,1117054,1121054,1,5.720715034077135
WK,1111066,1110062,1,1.5026810062714033
WK,1117054,1117071,1,1.9553083990825433
PT,1119061,1114078,1,6.522397533221129
PT,1111053,1101064,1,7.393356786128782
PT,1103072,1119074,1,5.473133111007439
PT,1123058,1125059,1,8.56970627797234
WK,1111053,1111053,1,0.0
WK,1122066,1122066,1,0.0
PT,1111077,1111051,1,2.998975392906025
WK,1115053,1116053,1,0.4786487045942757
VH,1118057,1118057,1,0.0
WK,1123059,1123058,1,1.1190061131620819
WK,1112057,1112058,1,1.3674808407341772
PT,1102057,1102071,1,1.639469317428204
VH,1121068,1121069,1,0.7944884404732158
PT,1113075,1117055,1,9.186663380761024
WK,1101069,1101067,1,0.7325413489304402
WK,1123066,1123076,1,5.938250097515505
PT,1107069,1107071,1,3.0230579122740227
VH,1121064,1121073,1,3.2953527342240996
WK,1105053,1105067,1,1.3479062130812982
PT,1104062,1104073,1,0.7981509692923674
PT,1111078,1111052,1,1.6533303016370438
PT,1102055,1101073,1,2.8898333165057193
PT,1113052,1113052,1,0.0
VH,1112067,1112057,1,3.0379729977304537
PT,1123052,1124071,1,4.972967177204438
VH,1101061,1102052,1,1.8091175664383816
WK,1120054,1120055,1,1.050510522621019
PT,1115052,1115066,1,4.677244838628684
PT,1123071,1123078,1,5.452279498831779
PT,1115071,1115054,1,1.2498213095229322
WK,1105065,1105066,1,1.0948721007302349
PT,1125072,1105053,1,5.4728770873125026
PT,1114063,1112065,1,6.53308781421665
WK,1124081,1124068,1,0.731802705468293
WK,1110055,1111065,1,2.792478500905344
WK,1117055,1117071,1,1.1510073763267592
PT,1112072,1103074,1,11.848673738250008
WK,1115072,1115066,1,2.2056785648663886
PT,1108072,1111079,1,3.355535421027009
WK,1120068,1120068,1,0.0
PT,1123059,1123058,1,1.1190061131620819
PT,1102071,1120063,1,8.317354910175098
PT,1106090,1108072,1,1.965156023236996
WK,1114072,1114072,1,0.0
PT,1106089,1115060,1,21.146399861697944
WK,1123074,1123073,1,0.9062490718499325
WK,1120071,1120071,1,0.0
VH,1118057,1118059,1,1.492130352071986
WK,1107059,1107059,1,0.0
PT,1106081,1109073,1,4.812474124845218
WK,1124081,1124081,1,0.0
VH,1111056,1106087,1,7.612952093624057
PT,1113073,1111077,1,13.027849490659596
VH,1115072,1115051,1,1.5622126589088259
PT,1118051,1112071,1,18.729358642123863
WK,1104070,1104070,1,0.0
WK,1112057,1112057,1,0.0
VH,1123064,1122052,1,1.4997252448279856
WK,1108066,1108066,1,0.0
PT,1116070,1116064,1,1.5611265967863128
WK,1120068,1120068,1,0.0
PT,1107071,1124077,1,7.757964081845129
PT,1113075,1116055,1,8.51788145550543
VH,1119072,1119067,1,0.7437283479233222
PT,1121057,1117069,1,12.027621704506515
PT,1113075,1123051,1,8.242424547395474
PT,1114069,1114076,1,2.326254627513669
WK,1120054,1120053,1,1.1689532820084525
PT,1124079,1107054,1,6.236636076699775
WK,1112051,1112051,1,0.0
PT,1110051,1110064,1,3.6219302144367695
WK,1105065,1105062,1,1.2353768020348839
WK,1122064,1122062,1,1.1862472806821907
VH,1102069,1102070,1,1.3207354365475694
WK,1110052,1110063,1,0.5416117454408027
PT,1114068,1123064,1,12.283898657057298
WK,1114073,1114072,1,1.1000404172498364
WK,1106083,1106086,1,1.265729276061727
PT,1121065,1121073,1,3.4557410830469513
VH,1108082,1109070,1,4.850350874807473
PT,1108066,1104066,1,6.9029504790249065
WK,1109060,1109061,1,0.9764220887242144
WK,1110059,1110059,1,0.0
PT,1102069,1108076,1,6.094485714765217
PT,1122064,1123064,1,4.4417080456973235
WK,1116051,1116051,1,0.0
VH,1103065,1123064,1,5.19077249673356
WK,1108083,1108083,1,0.0
VH,1118058,1118055,1,2.508090863533846
WK,1120066,1120066,1,0.0
PT,1113062,1113062,1,0.0
WK,1124058,1124057,1,0.84296163118823
VH,1114078,1114077,1,0.5360762358860522
WK,1122060,1122060,1,0.0
PT,1104058,1104056,1,0.9115348656167381
WK,1115072,1115066,1,2.2056785648663886
VH,1113075,1112052,1,5.970683541922882
WK,1111064,1111076,1,1.8145627376008038
PT,1101069,1102057,1,2.9841176796362614
PT,1123076,1124059,1,5.604278431017085
WK,1114059,1114059,1,0.0
WK,1123060,1123060,1,0.0
WK,1123077,1123051,1,1.1799179748293418
PT,1111056,1111079,1,2.0652934614429816
PT,1123078,1112052,1,14.231087740492297
WK,1112059,1112060,1,0.7863440979375705
WK,1116063,1116063,1,0.0
VH,1102067,1102065,1,0.5485672062970722
PT,1102054,1113066,1,5.451185566602269
PT,1101067,1108082,1,1.6083112066609966
VH,1114059,1123053,1,8.835812162834966
PT,1114077,1120052,1,4.590834616968519
PT,1120065,1121063,1,2.9729750919475912
WK,1106073,1106073,1,0.0
WK,1111076,1111076,1,0.0
PT,1117054,1121058,1,6.067492427791489
VH,1102059,1101064,1,1.6114785374567828
