TRAVEL_MODE,ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
VH,DTSZ01,DTSZ01,1,0.0
PT,BDSZ03,QTSZ14,1,14.438584841693492
VH,BTSZ07,BTSZ04,1,1.7367417897122053
PT,JWSZ01,JWSZ09,1,1.81790476050892
VH,QTSZ11,JWSZ03,1,8.60465829032032
PT,TMSZ02,JWSZ01,1,27.138792488175376
WK,DTSZ08,DTSZ05,1,0.6129048720467968
PT,SGSZ07,TNSZ01,1,6.894363831763458
PT,BKSZ03,BKSZ07,1,1.2469115509305144
WK,WDSZ04,WDSZ04,1,0.0
WK,RCSZ01,RCSZ01,1,0.0
WK,BKSZ07,BKSZ06,1,0.9082341190430384
PT,CLSZ08,QTSZ08,1,3.1480955811560123
VH,DTSZ02,HGSZ04,1,9.72612043836227
PT,PGSZ05,QTSZ11,1,19.308392669192262
PT,AMSZ09,AMSZ09,1,0.0
VH,PGSZ05,KLSZ08,1,11.13358466089058
PT,WDSZ01,BMSZ06,1,16.748048305505957
PT,WDSZ06,CKSZ03,1,6.6117425452270515
PT,NTSZ03,PRSZ03,1,13.892079416363107
PT,SRSZ01,PGSZ01,1,15.903357265145413
WK,BDSZ01,BDSZ01,1,0.0
PT,OTSZ03,RCSZ10,1,2.421670523075443
PT,OTSZ03,YSSZ07,1,14.54545527214609
WK,BDSZ04,BDSZ04,1,0.0
VH,NVSZ02,NVSZ01,1,1.267584011192419
PT,TNSZ02,DTSZ03,1,4.078506511849941
PT,JESZ01,BMSZ09,1,12.668252103722496
PT,BDSZ05,BDSZ06,1,2.7834177816232066
PT,BDSZ04,SRSZ02,1,11.132719283274374
PT,GLSZ02,DTSZ06,1,5.753732722044804
PT,YSSZ01,BPSZ03,1,8.740111627901353
PT,GLSZ05,BPSZ03,1,16.02629753313934
PT,RCSZ01,BDSZ06,1,10.365356289640395
PT,RCSZ05,BKSZ04,1,13.172653915979831
PT,TMSZ01,DTSZ10,1,14.777043758754745
VH,BTSZ01,JESZ03,1,2.829482645949442
PT,DTSZ02,PGSZ04,1,13.079437973592698
WK,SESZ03,SESZ03,1,0.0
PT,SGSZ02,WDSZ03,1,10.168934656544748
VH,TPSZ09,CKSZ03,1,14.333043142806183
VH,PGSZ05,PGSZ05,1,0.0
PT,BDSZ01,TMSZ02,1,5.084701843817833
VH,BPSZ05,BPSZ04,1,0.9043775472896666
PT,BKSZ07,BKSZ03,1,1.2469115509305144
WK,JESZ05,JESZ05,1,0.0
PT,GLSZ02,TPSZ12,1,1.0749301766649353
PT,ORSZ02,WDSZ05,1,15.029565993194648
WK,BDSZ03,BDSZ03,1,0.0
PT,PGSZ02,GLSZ03,1,8.847339852728522
PT,QTSZ10,CLSZ09,1,2.8236636473369225
VH,QTSZ08,WDSZ04,1,14.601408997583006
PT,QTSZ10,NVSZ02,1,7.198375546347932
WK,GLSZ05,GLSZ05,1,0.0
