TRAVEL_MODE,ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
PT,1123060,1123076,1,4.710962947735996
WK,1124077,1124077,1,0.0
VH,1115070,1113075,1,8.987258073275132
PT,1115051,1115054,1,1.1458667384743328
PT,1113075,1114071,1,1.7216746726658854
WK,1118060,1118057,1,1.1246678490203577
WK,1117065,1117064,1,0.7424105394094221
PT,1108060,1101069,1,1.5565921753144927
WK,1117054,1120069,1,1.4973152946198254
PT,1103071,1122051,1,8.227182930449676
PT,1104052,1104054,1,1.318621791773565
WK,1106080,1106080,1,0.0
WK,1116073,1116073,1,0.0
PT,1102059,1105060,1,7.728257836937302
WK,1103071,1103071,1,0.0
WK,1110065,1110065,1,0.0
PT,1115071,1116064,1,5.802362378518695
PT,1103051,1102060,1,2.3268885098940726
WK,1111069,1111069,1,0.0
PT,1111077,1111059,1,1.6019290292274004
PT,1101063,1118060,1,15.103320457860505
WK,1103071,1103071,1,0.0
PT,1104054,1111064,1,10.788305459580615
PT,1113075,1103063,1,5.789693420494449
PT,1121069,1103073,1,5.8912629867103385
PT,1108083,1116059,1,15.478417507609572
PT,1110052,1101073,1,8.477405455207903
WK,1108060,1108060,1,0.0
WK,1123060,1123067,1,1.0033554709780177
PT,1121061,1104056,1,11.230960277786417
WK,1110055,1110063,1,1.0776465432911095
VH,1122056,1122061,1,1.266136988444825
PT,1114068,1114073,1,2.4356791468151515
VH,1113062,1113052,1,1.557472141665545
PT,1106082,1101063,1,3.14054235192309
WK,1105063,1105063,1,0.0
VH,1108058,1108062,1,0.7842992609975349
WK,1105056,1105056,1,0.0
PT,1119075,1104071,1,12.99761993784419
VH,1116067,1116053,1,3.0818453365920413
WK,1125059,1125059,1,0.0
VH,1120054,1120053,1,1.1689532820084525
PT,1116054,1119076,1,6.364942618149962
VH,1115071,1115051,1,1.1159846045979473
WK,1107060,1107060,1,0.0
WK,1105058,1105058,1,0.0
VH,1124071,1124080,1,1.3937813506435808
WK,1114076,1119054,1,2.0633479791625553
VH,1116055,1116064,1,3.606249262463887
WK,1115069,1115069,1,0.0
WK,1116052,1116054,1,1.306700597690444
PT,1116057,1123064,1,16.351392225723668
PT,1109069,1119073,1,15.343439279741096
VH,1118058,1119054,1,8.576335685260785
WK,1121080,1121080,1,0.0
WK,1110061,1110061,1,0.0
WK,1111069,1111065,1,2.2605773056805303
PT,1103070,1114074,1,11.778902435006312
PT,1102059,1110057,1,10.99159285551355
WK,1121052,1120055,1,0.7668331525905803
VH,1117054,1117054,1,0.0
PT,1119061,1106080,1,15.637226315569878
PT,1112052,1112071,1,2.4449796431423434
PT,1120056,1121080,1,2.2017638081371356
VH,1124080,1124077,1,0.7832923857638288
PT,1124077,1116053,1,21.36581627481514
VH,1116067,1116070,1,2.1433708541900134
WK,1124079,1124079,1,0.0
VH,1105063,1125063,1,2.675129879114288
WK,1118051,1118051,1,0.0
WK,1125054,1125054,1,0.0
PT,1102057,1124066,1,12.185191671725164
PT,1105062,1123080,1,5.92867580248985
PT,1121071,1122067,1,11.326132111575358
WK,1124052,1125073,1,1.9673363458644268
WK,1111076,1111066,1,2.5075342744354283
WK,1112059,1113068,1,1.3358860072348224
PT,1123060,1124079,1,3.222600614659684
PT,1108082,1108058,1,1.777910511221145
PT,1111061,1111053,1,2.920199454357491
WK,1124055,1124056,1,0.7223965929547655
VH,1120070,1119054,1,3.7276273214724944
WK,1106073,1106072,1,0.6913225707149232
PT,1101061,1122066,1,12.084416538169373
PT,1118058,1102058,1,13.746120848712486
PT,1117056,1117052,1,1.523310867237105
WK,1101061,1101061,1,0.0
PT,1105062,1102068,1,11.662005083932602
PT,1106082,1111078,1,7.098300086350442
PT,1106071,1106083,1,1.6336485188024836
PT,1123059,1123064,1,1.6889727157878898
PT,1122054,1122054,1,0.0
PT,1120068,1120068,1,0.0
WK,1123073,1123073,1,0.0
VH,1106081,1106082,1,0.997040516026031
WK,1119061,1119061,1,0.0
WK,1121061,1121057,1,0.9525448141086502
VH,1115065,1115051,1,0.9442260144618054
VH,1122055,1122060,1,2.1843304303891156
PT,1102052,1112071,1,8.854570374509757
WK,1116051,1116051,1,0.0
WK,1116065,1116066,1,0.9875260437896378
PT,1121057,1121052,1,2.68715883388831
WK,1109075,1109064,1,1.6177671845447377
PT,1119076,1102052,1,9.044117614619683
WK,1123074,1123080,1,1.4363165989023383
WK,1113068,1113068,1,0.0
PT,1102060,1111059,1,9.68222035157366
WK,1116055,1116055,1,0.0
WK,1118057,1118053,1,1.2347887551653836
WK,1118053,1118053,1,0.0
PT,1103058,1103073,1,1.6464053721118879
VH,1115053,1114066,1,5.010284976821939
VH,1113074,1102054,1,1.8851422934756201
WK,1125074,1125074,1,0.0
WK,1106083,1106072,1,1.7489734564475072
PT,1122051,1118052,1,11.525318976220621
PT,1116061,1116070,1,3.509962387082614
PT,1114061,1113073,1,1.8213955598611407
WK,1122063,1120063,1,1.229072901642973
WK,1106072,1106072,1,0.0
VH,1123080,1119054,1,13.169635093309106
WK,1122057,1122060,1,1.3488074479197418
PT,1114077,1103058,1,0.7428156899989533
PT,1124058,1124071,1,2.9117082710378193
VH,1107052,1110062,1,7.425092254634195
VH,1110061,1111052,1,0.9192196871649209
WK,1110064,1110064,1,0.0
WK,1115051,1115070,1,2.134559509640432
WK,1122051,1122051,1,0.0
PT,1124077,1116063,1,22.229198598700464
PT,1121073,1117061,1,9.159524755687995
VH,1114069,1114069,1,0.0
PT,1123051,1119054,1,8.276274142195117
PT,1104056,1104073,1,2.5821050209386827
WK,1119069,1119065,1,1.2296914656839155
PT,1108084,1124060,1,13.669499250900031
PT,1125054,1125073,1,2.8432570212484025
PT,1107059,1105056,1,4.813610614887389
WK,1124078,1124071,1,0.7555724496633782
PT,1114078,1107052,1,11.802437878086092
PT,1102060,1117052,1,13.449852360055242
VH,1119075,1116052,1,6.346896163597951
VH,1119054,1114059,1,1.8923181687451955
VH,1109071,1108066,1,1.5769859270830662
WK,1106091,1106091,1,0.0
PT,1122058,1122064,1,3.5701613820665714
PT,1121062,1111056,1,21.005759652738426
WK,1121057,1121080,1,1.3386751447163976
PT,1114075,1120073,1,4.988752571116766
VH,1117070,1117072,1,3.8960987573591224
WK,1123059,1123059,1,0.0
PT,1117056,1118060,1,5.007297637534768
WK,1106080,1106082,1,0.9078836498222185
WK,1110054,1110056,1,1.520409727612579
WK,1112052,1112052,1,0.0
VH,1122060,1122060,1,0.0
PT,1108085,1101053,1,8.887082852840805
WK,1125073,1125063,1,1.113917697053547
PT,1123077,1123066,1,4.631010666021191
PT,1101061,1112056,1,8.356754894129534
PT,1102052,1105062,1,11.140140031955255
WK,1115069,1115051,1,1.3697346355705562
PT,1118060,1118054,1,1.8073979234292679
PT,1125065,1105064,1,4.04798495094635
VH,1122055,1123059,1,3.2159280673843917
PT,1119076,1117055,1,2.764891992650672
WK,1111066,1111074,1,0.8557971082285598
WK,1119054,1119054,1,0.0
VH,1119076,1117051,1,1.0606414375352446
WK,1114060,1114078,1,1.0088139865635324
PT,1112052,1119055,1,11.036132295721615
WK,1112059,1112060,1,0.7863440979375705
PT,1105058,1102055,1,9.703741769669346
WK,1107071,1107071,1,0.0
WK,1113074,1113073,1,0.5660181319943982
VH,1124063,1124061,1,0.8512981062758307
PT,1117055,1119073,1,3.0074708955859237
VH,1104068,1105067,1,1.387102905527348
WK,1111051,1111052,1,1.5118586870513673
WK,1108066,1108066,1,0.0
VH,1104065,1104068,1,1.6115120511026206
WK,1119065,1119063,1,1.3686335951794408
WK,1103051,1103051,1,0.0
WK,1125063,1125063,1,0.0
VH,1116069,1116054,1,4.557532912003591
WK,1119056,1119055,1,1.1835608964411304
WK,1109071,1109072,1,0.7113858489954646
WK,1114078,1114077,1,0.5360762358860522
WK,1105053,1105053,1,0.0
PT,1119054,1115069,1,5.268398707752402
WK,1116063,1116063,1,0.0
WK,1116066,1116074,1,2.309238419105418
WK,1105067,1105066,1,0.6995923088868164
PT,1102057,1124061,1,11.659450335677557
PT,1102069,1114061,1,6.10046287014142
WK,1105063,1105063,1,0.0
WK,1121062,1121058,1,0.7918482196639226
PT,1106081,1113066,1,7.9859697188724095
WK,1106087,1106087,1,0.0
PT,1104054,1116063,1,17.3167829172432
WK,1105058,1105056,1,1.0319832272951692
VH,1122053,1123078,1,5.650903627167357
WK,1121069,1121052,1,0.5839435862845883
PT,1117051,1123064,1,13.500716729977617
PT,1113075,1114072,1,2.5818644835908517
VH,1104056,1104066,1,1.3067350187808888
VH,1102071,1102065,1,1.8474766366154842
PT,1124066,1124056,1,3.8533820706435873
WK,1119076,1119075,1,1.1685576870389853
PT,1112060,1112057,1,2.5264678179327076
PT,1106071,1122063,1,14.521308074343269
PT,1108072,1101061,1,5.8075544605530585
WK,1123052,1123052,1,0.0
WK,1120056,1120056,1,0.0
WK,1118053,1118053,1,0.0
WK,1101053,1101061,1,1.7297633059106512
WK,1112059,1112074,1,1.2963604463568663
WK,1124055,1124055,1,0.0
PT,1101067,1122057,1,7.426581437040134
PT,1101069,1103053,1,5.128265651396191
WK,1111079,1106089,1,3.1863885526622227
PT,1105063,1122066,1,11.374626972422218
WK,1107061,1107061,1,0.0
PT,1102054,1119074,1,7.23903675080355
WK,1103073,1103073,1,0.0
PT,1104057,1104056,1,0.6337354600074505
WK,1123058,1123058,1,0.0
PT,1103074,1123052,1,3.343312007892079
PT,1107061,1111065,1,9.140284340386817
VH,1104070,1104066,1,1.6151532357471063
WK,1111064,1111066,1,1.344237051731199
PT,1116073,1116054,1,3.0699661290407323
WK,1110055,1110055,1,0.0
WK,1102055,1102055,1,0.0
WK,1116053,1116074,1,1.7601137978249444
WK,1112057,1112057,1,0.0
WK,1123052,1123052,1,0.0
PT,1112051,1113073,1,5.04239472586629
PT,1117064,1117067,1,1.3821767851243134
WK,1103069,1103069,1,0.0
VH,1123079,1123072,1,2.587128196240206
PT,1122051,1124057,1,9.364119790559752
VH,1105064,1105066,1,0.9187506025695232
WK,1105058,1105056,1,1.0319832272951692
PT,1125058,1125058,1,0.0
WK,1108072,1108072,1,0.0
PT,1120071,1101053,1,7.561289638636396
VH,1102055,1104067,1,6.93960441926608
WK,1101057,1101057,1,0.0
VH,1123053,1110055,1,16.67243666909721
VH,1124063,1124063,1,0.0
PT,1117054,1117054,1,0.0
WK,1122062,1122064,1,1.1862472806821907
PT,1122054,1122053,1,1.763185326036354
VH,1105056,1105058,1,1.0319832272951692
VH,1123051,1122055,1,1.1619799703972697
WK,1110055,1110055,1,0.0
PT,1121071,1101061,1,14.10582408206826
WK,1124058,1124058,1,0.0
VH,1119054,1119054,1,0.0
VH,1124064,1124080,1,1.3422283507498143
PT,1111061,1110053,1,3.787099829013809
WK,1114071,1114071,1,0.0
PT,1124062,1124077,1,2.337855469521802
WK,1118055,1117054,1,1.9163459181651847
WK,1107071,1107071,1,0.0
VH,1109071,1109060,1,2.2249889281023747
PT,1111052,1124080,1,13.920485341596455
WK,1106083,1106084,1,0.9097788878080144
WK,1109075,1109063,1,0.9592170412655576
WK,1110060,1110052,1,1.6052525581423387
WK,1117056,1117051,1,0.990342441103065
PT,1103057,1103071,1,2.1506108350099167
VH,1101061,1104072,1,3.7391100200293588
PT,1107072,1123080,1,11.22125542052913
VH,1120069,1118051,1,2.7455243042619726
WK,1121079,1121078,1,0.8451521176798052
WK,1105066,1105067,1,0.6995923088868164
WK,1110062,1110062,1,0.0
WK,1116052,1116052,1,0.0
WK,1113062,1113064,1,1.278321712455603
VH,1111072,1111058,1,3.5968786549059133
WK,1103059,1103059,1,0.0
WK,1101054,1101054,1,0.0
PT,1114061,1113075,1,1.638591990820208
WK,1120072,1120072,1,0.0
PT,1109074,1109065,1,3.0125441442147545
VH,1115065,1115071,1,1.9979247195434262
WK,1117069,1117069,1,0.0
PT,1124080,1125074,1,5.395357887340745
WK,1122063,1121063,1,1.5707973750132453
PT,1119054,1113064,1,7.471009279638613
WK,1123066,1123067,1,0.7712478457221325
WK,1121066,1121066,1,0.0
WK,1114066,1114066,1,0.0
PT,1123059,1122067,1,6.75330380781521
PT,1123052,1120067,1,6.149728084654157
WK,1108084,1106091,1,3.3412219777591083
PT,1123064,1103066,1,5.930760685645758
WK,1109063,1109063,1,0.0
VH,1101073,1110060,1,7.035304417164196
WK,1105057,1105056,1,1.0207634998940125
WK,1116072,1116072,1,0.0
PT,1124080,1125058,1,5.491951130671858
VH,1123059,1123079,1,1.9985248068016126
PT,1105057,1124061,1,7.195846441554028
WK,1123073,1123073,1,0.0
PT,1103059,1102057,1,3.7374508536326716
PT,1110061,1110062,1,1.8797482313330112
WK,1122066,1122062,1,2.8760821831987524
WK,1102071,1102070,1,0.568378002408392
PT,1118051,1119054,1,6.802010558848712
WK,1113074,1113074,1,0.0
WK,1114075,1114075,1,0.0
WK,1109062,1109062,1,0.0
PT,1106084,1105057,1,2.327329492016397
VH,1125056,1125055,1,1.0373155614743426
PT,1121072,1120054,1,3.820904199255597
WK,1112067,1112066,1,1.0138482540977887
PT,1114075,1123067,1,10.572006999599715
PT,1122058,1120066,1,3.613657950028148
WK,1104072,1104062,1,0.8658169034248673
PT,1115072,1115066,1,2.2056785648663886
WK,1106082,1106082,1,0.0
VH,1103072,1103073,1,0.9284050083271757
PT,1124060,1122051,1,10.256669528023865
PT,1104072,1102055,1,3.4180700127990034
PT,1124053,1122060,1,12.222250133467824
VH,1122062,1122064,1,1.1862472806821907
WK,1122052,1122053,1,1.659517566726149
WK,1104070,1104070,1,0.0
PT,1125061,1107061,1,7.911798191395664
PT,1125073,1125070,1,2.8816319679802707
PT,1101067,1108084,1,3.26017512852295
VH,1119074,1119054,1,1.8620453816610105
VH,1106084,1106084,1,0.0
WK,1115063,1115063,1,0.0
WK,1116072,1116070,1,1.4499914017866737
WK,1109069,1109069,1,0.0
PT,1124075,1124075,1,0.0
VH,1113076,1113062,1,1.5267916339541565
WK,1124058,1124066,1,2.0533462808692358
PT,1113075,1112052,1,5.970683541922882
WK,1107061,1107061,1,0.0
WK,1113072,1113070,1,0.7856320626335674
WK,1120056,1120056,1,0.0
PT,1121083,1119073,1,4.231693577987904
PT,1106088,1106081,1,3.5473556786582603
PT,1101053,1102052,1,1.1524744831155418
PT,1121062,1123052,1,6.893759598617134
PT,1124077,1105065,1,1.86550828139613
PT,1109069,1101064,1,5.009601389608452
PT,1119054,1122065,1,6.988228190299682
VH,1123079,1123060,1,1.0344672521544371
WK,1109071,1109071,1,0.0
WK,1110062,1110062,1,0.0
VH,1119072,1117071,1,1.591150598567177
VH,1112074,1112057,1,0.9429582089561753
PT,1101061,1123064,1,9.183031789962449
VH,1125072,1125072,1,0.0
WK,1121072,1121083,1,1.0449506143398017
WK,1105063,1105063,1,0.0
WK,1102073,1102065,1,0.4441393965513774
PT,1101060,1101061,1,0.8885380156449848
WK,1119061,1119055,1,0.8716074142694943
PT,1116070,1115072,1,5.963140203212716
WK,1110062,1110062,1,0.0
PT,1112057,1112067,1,3.0379729977304537
PT,1120072,1116063,1,9.172811448761802
PT,1119072,1119063,1,2.402200454462469
PT,1111058,1111053,1,1.781305934444
VH,1117062,1120072,1,8.49145121494788
WK,1116072,1116072,1,0.0
WK,1101055,1101055,1,0.0
VH,1101061,1101055,1,3.39336991784333
PT,1113076,1113075,1,1.185321531140158
PT,1112067,1112067,1,0.0
VH,1101055,1113064,1,1.1307459708227519
WK,1117051,1117051,1,0.0
PT,1104062,1124066,1,9.187798410331714
WK,1124075,1124075,1,0.0
VH,1114078,1102054,1,2.1773749192443907
WK,1114070,1114070,1,0.0
WK,1114074,1114074,1,0.0
PT,1112071,1112068,1,7.179525717701879
PT,1104071,1125073,1,8.533580780669046
PT,1111064,1103073,1,17.590957616702603
